"Var1","Var2","value"
"C8D1_mean_of_TMPMP","C2D1_max_of_TMPMP",-2
"BL_median_of_AFkl","C2D1_max_of_TMPMP",-2
"C2D1_median_of_AFkl","C2D1_max_of_TMPMP",-2
"C3D1_median_of_AFkl","C2D1_max_of_TMPMP",-2
"C4D1_median_of_AFkl","C2D1_max_of_TMPMP",-2
"C8D1_median_of_AFkl","C2D1_max_of_TMPMP",-2
"BL_median_of_AF","C2D1_max_of_TMPMP",-2
"C2D1_median_of_AF","C2D1_max_of_TMPMP",-2
"C3D1_median_of_AF","C2D1_max_of_TMPMP",-2
"C4D1_median_of_AF","C2D1_max_of_TMPMP",-2
"C8D1_median_of_AF","C2D1_max_of_TMPMP",-2
"BL_median_of_TMPMPkl","C2D1_max_of_TMPMP",-2
"C2D1_median_of_TMPMPkl","C2D1_max_of_TMPMP",-2
"C3D1_median_of_TMPMPkl","C2D1_max_of_TMPMP",-2
"C4D1_median_of_TMPMPkl","C2D1_max_of_TMPMP",-2
"C8D1_median_of_TMPMPkl","C2D1_max_of_TMPMP",-2
"BL_median_of_TMPMP","C2D1_max_of_TMPMP",-2
"C2D1_median_of_TMPMP","C2D1_max_of_TMPMP",-2
"C3D1_median_of_TMPMP","C2D1_max_of_TMPMP",-2
"C4D1_median_of_TMPMP","C2D1_max_of_TMPMP",-2
"C8D1_median_of_TMPMP","C2D1_max_of_TMPMP",-2
"BL_n_kl","C2D1_max_of_TMPMP",-2
"C2D1_n_kl","C2D1_max_of_TMPMP",-2
"C3D1_n_kl","C2D1_max_of_TMPMP",-2
"C4D1_n_kl","C2D1_max_of_TMPMP",-2
"C8D1_n_kl","C2D1_max_of_TMPMP",-2
"BL_nNorm","C2D1_max_of_TMPMP",-2
"C2D1_nNorm","C2D1_max_of_TMPMP",-2
"C3D1_nNorm","C2D1_max_of_TMPMP",-2
"C4D1_nNorm","C2D1_max_of_TMPMP",-2
"C8D1_nNorm","C2D1_max_of_TMPMP",-2
"BL_n","C2D1_max_of_TMPMP",-2
"C2D1_n","C2D1_max_of_TMPMP",-2
"C3D1_n","C2D1_max_of_TMPMP",-2
"C4D1_n","C2D1_max_of_TMPMP",-2
"C8D1_n","C2D1_max_of_TMPMP",-2
"BL_cfDNA_conc","C3D1_max_of_TMPMP",0.0329508350617622
"C2D1_cfDNA_conc","C3D1_max_of_TMPMP",0.0491973717037217
"C3D1_cfDNA_conc","C3D1_max_of_TMPMP",0.0647389257264893
"C4D1_cfDNA_conc","C3D1_max_of_TMPMP",0.0256789992759732
"C8D1_cfDNA_conc","C3D1_max_of_TMPMP",0.0629767214121831
"BL_max_of_AFkl","C3D1_max_of_TMPMP",0.0279865245768249
"C2D1_max_of_AFkl","C3D1_max_of_TMPMP",0.342724696119878
"C3D1_max_of_AFkl","C3D1_max_of_TMPMP",0.607202434568399
"C4D1_max_of_AFkl","C3D1_max_of_TMPMP",0.449324347558644
"C8D1_max_of_AFkl","C3D1_max_of_TMPMP",0.170439844175227
"BL_max_of_AF","C3D1_max_of_TMPMP",0.334493200616111
"C2D1_max_of_AF","C3D1_max_of_TMPMP",0.762149872199648
"C3D1_max_of_AF","C3D1_max_of_TMPMP",0.883732474566073
"C4D1_max_of_AF","C3D1_max_of_TMPMP",0.818467154106207
"C8D1_max_of_AF","C3D1_max_of_TMPMP",0.56831929503103
"BL_max_of_TMPMPkl","C3D1_max_of_TMPMP",0.0818202193004296
"C2D1_max_of_TMPMPkl","C3D1_max_of_TMPMP",0.231000919317729
"C3D1_max_of_TMPMPkl","C3D1_max_of_TMPMP",0.692381118426866
"C4D1_max_of_TMPMPkl","C3D1_max_of_TMPMP",0.52002871146426
"C8D1_max_of_TMPMPkl","C3D1_max_of_TMPMP",-0.00335837058244607
"BL_max_of_TMPMP","C3D1_max_of_TMPMP",0.081262365047837
"C2D1_max_of_TMPMP","C3D1_max_of_TMPMP",0.531579030828406
"C3D1_max_of_TMPMP","C3D1_max_of_TMPMP",1
"C4D1_max_of_TMPMP","C3D1_max_of_TMPMP",-2
"C8D1_max_of_TMPMP","C3D1_max_of_TMPMP",-2
"BL_mean_of_AFkl","C3D1_max_of_TMPMP",-2
"C2D1_mean_of_AFkl","C3D1_max_of_TMPMP",-2
"C3D1_mean_of_AFkl","C3D1_max_of_TMPMP",-2
"C4D1_mean_of_AFkl","C3D1_max_of_TMPMP",-2
"C8D1_mean_of_AFkl","C3D1_max_of_TMPMP",-2
"BL_mean_of_AF","C3D1_max_of_TMPMP",-2
"C2D1_mean_of_AF","C3D1_max_of_TMPMP",-2
"C3D1_mean_of_AF","C3D1_max_of_TMPMP",-2
"C4D1_mean_of_AF","C3D1_max_of_TMPMP",-2
"C8D1_mean_of_AF","C3D1_max_of_TMPMP",-2
"BL_mean_of_TMPMPkl","C3D1_max_of_TMPMP",-2
"C2D1_mean_of_TMPMPkl","C3D1_max_of_TMPMP",-2
"C3D1_mean_of_TMPMPkl","C3D1_max_of_TMPMP",-2
"C4D1_mean_of_TMPMPkl","C3D1_max_of_TMPMP",-2
"C8D1_mean_of_TMPMPkl","C3D1_max_of_TMPMP",-2
"BL_mean_of_TMPMP","C3D1_max_of_TMPMP",-2
"C2D1_mean_of_TMPMP","C3D1_max_of_TMPMP",-2
"C3D1_mean_of_TMPMP","C3D1_max_of_TMPMP",-2
"C4D1_mean_of_TMPMP","C3D1_max_of_TMPMP",-2
"C8D1_mean_of_TMPMP","C3D1_max_of_TMPMP",-2
"BL_median_of_AFkl","C3D1_max_of_TMPMP",-2
"C2D1_median_of_AFkl","C3D1_max_of_TMPMP",-2
"C3D1_median_of_AFkl","C3D1_max_of_TMPMP",-2
"C4D1_median_of_AFkl","C3D1_max_of_TMPMP",-2
"C8D1_median_of_AFkl","C3D1_max_of_TMPMP",-2
"BL_median_of_AF","C3D1_max_of_TMPMP",-2
"C2D1_median_of_AF","C3D1_max_of_TMPMP",-2
"C3D1_median_of_AF","C3D1_max_of_TMPMP",-2
"C4D1_median_of_AF","C3D1_max_of_TMPMP",-2
"C8D1_median_of_AF","C3D1_max_of_TMPMP",-2
"BL_median_of_TMPMPkl","C3D1_max_of_TMPMP",-2
"C2D1_median_of_TMPMPkl","C3D1_max_of_TMPMP",-2
"C3D1_median_of_TMPMPkl","C3D1_max_of_TMPMP",-2
"C4D1_median_of_TMPMPkl","C3D1_max_of_TMPMP",-2
"C8D1_median_of_TMPMPkl","C3D1_max_of_TMPMP",-2
"BL_median_of_TMPMP","C3D1_max_of_TMPMP",-2
"C2D1_median_of_TMPMP","C3D1_max_of_TMPMP",-2
"C3D1_median_of_TMPMP","C3D1_max_of_TMPMP",-2
"C4D1_median_of_TMPMP","C3D1_max_of_TMPMP",-2
"C8D1_median_of_TMPMP","C3D1_max_of_TMPMP",-2
"BL_n_kl","C3D1_max_of_TMPMP",-2
"C2D1_n_kl","C3D1_max_of_TMPMP",-2
"C3D1_n_kl","C3D1_max_of_TMPMP",-2
"C4D1_n_kl","C3D1_max_of_TMPMP",-2
"C8D1_n_kl","C3D1_max_of_TMPMP",-2
"BL_nNorm","C3D1_max_of_TMPMP",-2
"C2D1_nNorm","C3D1_max_of_TMPMP",-2
"C3D1_nNorm","C3D1_max_of_TMPMP",-2
"C4D1_nNorm","C3D1_max_of_TMPMP",-2
"C8D1_nNorm","C3D1_max_of_TMPMP",-2
"BL_n","C3D1_max_of_TMPMP",-2
"C2D1_n","C3D1_max_of_TMPMP",-2
"C3D1_n","C3D1_max_of_TMPMP",-2
"C4D1_n","C3D1_max_of_TMPMP",-2
"C8D1_n","C3D1_max_of_TMPMP",-2
"BL_cfDNA_conc","C4D1_max_of_TMPMP",0.0294992040752631
"C2D1_cfDNA_conc","C4D1_max_of_TMPMP",0.0124659529942838
"C3D1_cfDNA_conc","C4D1_max_of_TMPMP",0.0289081201421267
"C4D1_cfDNA_conc","C4D1_max_of_TMPMP",0.108542067297978
"C8D1_cfDNA_conc","C4D1_max_of_TMPMP",0.0602030981265061
"BL_max_of_AFkl","C4D1_max_of_TMPMP",-0.0306789312496283
"C2D1_max_of_AFkl","C4D1_max_of_TMPMP",0.191457780916218
"C3D1_max_of_AFkl","C4D1_max_of_TMPMP",0.291694203903645
"C4D1_max_of_AFkl","C4D1_max_of_TMPMP",0.285547887541148
"C8D1_max_of_AFkl","C4D1_max_of_TMPMP",0.11655286853141
"BL_max_of_AF","C4D1_max_of_TMPMP",0.389967847041488
"C2D1_max_of_AF","C4D1_max_of_TMPMP",0.855852011688892
"C3D1_max_of_AF","C4D1_max_of_TMPMP",0.906145987731459
"C4D1_max_of_AF","C4D1_max_of_TMPMP",0.928773333599316
"C8D1_max_of_AF","C4D1_max_of_TMPMP",0.719399160013661
"BL_max_of_TMPMPkl","C4D1_max_of_TMPMP",0.0309413036777848
"C2D1_max_of_TMPMPkl","C4D1_max_of_TMPMP",0.117288977892522
"C3D1_max_of_TMPMPkl","C4D1_max_of_TMPMP",0.258709576905954
"C4D1_max_of_TMPMPkl","C4D1_max_of_TMPMP",0.321216227848682
"C8D1_max_of_TMPMPkl","C4D1_max_of_TMPMP",0.0589909900301964
"BL_max_of_TMPMP","C4D1_max_of_TMPMP",0.0389072263090738
"C2D1_max_of_TMPMP","C4D1_max_of_TMPMP",0.471163678319071
"C3D1_max_of_TMPMP","C4D1_max_of_TMPMP",0.776873794113204
"C4D1_max_of_TMPMP","C4D1_max_of_TMPMP",1
"C8D1_max_of_TMPMP","C4D1_max_of_TMPMP",-2
"BL_mean_of_AFkl","C4D1_max_of_TMPMP",-2
"C2D1_mean_of_AFkl","C4D1_max_of_TMPMP",-2
"C3D1_mean_of_AFkl","C4D1_max_of_TMPMP",-2
"C4D1_mean_of_AFkl","C4D1_max_of_TMPMP",-2
"C8D1_mean_of_AFkl","C4D1_max_of_TMPMP",-2
"BL_mean_of_AF","C4D1_max_of_TMPMP",-2
"C2D1_mean_of_AF","C4D1_max_of_TMPMP",-2
"C3D1_mean_of_AF","C4D1_max_of_TMPMP",-2
"C4D1_mean_of_AF","C4D1_max_of_TMPMP",-2
"C8D1_mean_of_AF","C4D1_max_of_TMPMP",-2
"BL_mean_of_TMPMPkl","C4D1_max_of_TMPMP",-2
"C2D1_mean_of_TMPMPkl","C4D1_max_of_TMPMP",-2
"C3D1_mean_of_TMPMPkl","C4D1_max_of_TMPMP",-2
"C4D1_mean_of_TMPMPkl","C4D1_max_of_TMPMP",-2
"C8D1_mean_of_TMPMPkl","C4D1_max_of_TMPMP",-2
"BL_mean_of_TMPMP","C4D1_max_of_TMPMP",-2
"C2D1_mean_of_TMPMP","C4D1_max_of_TMPMP",-2
"C3D1_mean_of_TMPMP","C4D1_max_of_TMPMP",-2
"C4D1_mean_of_TMPMP","C4D1_max_of_TMPMP",-2
"C8D1_mean_of_TMPMP","C4D1_max_of_TMPMP",-2
"BL_median_of_AFkl","C4D1_max_of_TMPMP",-2
"C2D1_median_of_AFkl","C4D1_max_of_TMPMP",-2
"C3D1_median_of_AFkl","C4D1_max_of_TMPMP",-2
"C4D1_median_of_AFkl","C4D1_max_of_TMPMP",-2
"C8D1_median_of_AFkl","C4D1_max_of_TMPMP",-2
"BL_median_of_AF","C4D1_max_of_TMPMP",-2
"C2D1_median_of_AF","C4D1_max_of_TMPMP",-2
"C3D1_median_of_AF","C4D1_max_of_TMPMP",-2
"C4D1_median_of_AF","C4D1_max_of_TMPMP",-2
"C8D1_median_of_AF","C4D1_max_of_TMPMP",-2
"BL_median_of_TMPMPkl","C4D1_max_of_TMPMP",-2
"C2D1_median_of_TMPMPkl","C4D1_max_of_TMPMP",-2
"C3D1_median_of_TMPMPkl","C4D1_max_of_TMPMP",-2
"C4D1_median_of_TMPMPkl","C4D1_max_of_TMPMP",-2
"C8D1_median_of_TMPMPkl","C4D1_max_of_TMPMP",-2
"BL_median_of_TMPMP","C4D1_max_of_TMPMP",-2
"C2D1_median_of_TMPMP","C4D1_max_of_TMPMP",-2
"C3D1_median_of_TMPMP","C4D1_max_of_TMPMP",-2
"C4D1_median_of_TMPMP","C4D1_max_of_TMPMP",-2
"C8D1_median_of_TMPMP","C4D1_max_of_TMPMP",-2
"BL_n_kl","C4D1_max_of_TMPMP",-2
"C2D1_n_kl","C4D1_max_of_TMPMP",-2
"C3D1_n_kl","C4D1_max_of_TMPMP",-2
"C4D1_n_kl","C4D1_max_of_TMPMP",-2
"C8D1_n_kl","C4D1_max_of_TMPMP",-2
"BL_nNorm","C4D1_max_of_TMPMP",-2
"C2D1_nNorm","C4D1_max_of_TMPMP",-2
"C3D1_nNorm","C4D1_max_of_TMPMP",-2
"C4D1_nNorm","C4D1_max_of_TMPMP",-2
"C8D1_nNorm","C4D1_max_of_TMPMP",-2
"BL_n","C4D1_max_of_TMPMP",-2
"C2D1_n","C4D1_max_of_TMPMP",-2
"C3D1_n","C4D1_max_of_TMPMP",-2
"C4D1_n","C4D1_max_of_TMPMP",-2
"C8D1_n","C4D1_max_of_TMPMP",-2
"BL_cfDNA_conc","C8D1_max_of_TMPMP",0.0815275079880067
"C2D1_cfDNA_conc","C8D1_max_of_TMPMP",-0.0158287804561769
"C3D1_cfDNA_conc","C8D1_max_of_TMPMP",-0.00953050816966095
"C4D1_cfDNA_conc","C8D1_max_of_TMPMP",0.00347786111991837
"C8D1_cfDNA_conc","C8D1_max_of_TMPMP",0.867263456891146
"BL_max_of_AFkl","C8D1_max_of_TMPMP",0.273689520409815
"C2D1_max_of_AFkl","C8D1_max_of_TMPMP",0.0154080387372736
"C3D1_max_of_AFkl","C8D1_max_of_TMPMP",0.00704462400337521
"C4D1_max_of_AFkl","C8D1_max_of_TMPMP",0.130438893182352
"C8D1_max_of_AFkl","C8D1_max_of_TMPMP",0.67146746301163
"BL_max_of_AF","C8D1_max_of_TMPMP",0.244447691656827
"C2D1_max_of_AF","C8D1_max_of_TMPMP",0.0108179964647606
"C3D1_max_of_AF","C8D1_max_of_TMPMP",0.00625345192387411
"C4D1_max_of_AF","C8D1_max_of_TMPMP",0.0598280328828576
"C8D1_max_of_AF","C8D1_max_of_TMPMP",0.47643580267813
"BL_max_of_TMPMPkl","C8D1_max_of_TMPMP",0.124362647508611
"C2D1_max_of_TMPMPkl","C8D1_max_of_TMPMP",0.0258898553934001
"C3D1_max_of_TMPMPkl","C8D1_max_of_TMPMP",0.0173068556704074
"C4D1_max_of_TMPMPkl","C8D1_max_of_TMPMP",0.232376994527291
"C8D1_max_of_TMPMPkl","C8D1_max_of_TMPMP",0.999085071800329
"BL_max_of_TMPMP","C8D1_max_of_TMPMP",0.11301325002575
"C2D1_max_of_TMPMP","C8D1_max_of_TMPMP",0.0247101951515582
"C3D1_max_of_TMPMP","C8D1_max_of_TMPMP",0.0156969050485003
"C4D1_max_of_TMPMP","C8D1_max_of_TMPMP",0.0861084186205797
"C8D1_max_of_TMPMP","C8D1_max_of_TMPMP",1
"BL_mean_of_AFkl","C8D1_max_of_TMPMP",-2
"C2D1_mean_of_AFkl","C8D1_max_of_TMPMP",-2
"C3D1_mean_of_AFkl","C8D1_max_of_TMPMP",-2
"C4D1_mean_of_AFkl","C8D1_max_of_TMPMP",-2
"C8D1_mean_of_AFkl","C8D1_max_of_TMPMP",-2
"BL_mean_of_AF","C8D1_max_of_TMPMP",-2
"C2D1_mean_of_AF","C8D1_max_of_TMPMP",-2
"C3D1_mean_of_AF","C8D1_max_of_TMPMP",-2
"C4D1_mean_of_AF","C8D1_max_of_TMPMP",-2
"C8D1_mean_of_AF","C8D1_max_of_TMPMP",-2
"BL_mean_of_TMPMPkl","C8D1_max_of_TMPMP",-2
"C2D1_mean_of_TMPMPkl","C8D1_max_of_TMPMP",-2
"C3D1_mean_of_TMPMPkl","C8D1_max_of_TMPMP",-2
"C4D1_mean_of_TMPMPkl","C8D1_max_of_TMPMP",-2
"C8D1_mean_of_TMPMPkl","C8D1_max_of_TMPMP",-2
"BL_mean_of_TMPMP","C8D1_max_of_TMPMP",-2
"C2D1_mean_of_TMPMP","C8D1_max_of_TMPMP",-2
"C3D1_mean_of_TMPMP","C8D1_max_of_TMPMP",-2
"C4D1_mean_of_TMPMP","C8D1_max_of_TMPMP",-2
"C8D1_mean_of_TMPMP","C8D1_max_of_TMPMP",-2
"BL_median_of_AFkl","C8D1_max_of_TMPMP",-2
"C2D1_median_of_AFkl","C8D1_max_of_TMPMP",-2
"C3D1_median_of_AFkl","C8D1_max_of_TMPMP",-2
"C4D1_median_of_AFkl","C8D1_max_of_TMPMP",-2
"C8D1_median_of_AFkl","C8D1_max_of_TMPMP",-2
"BL_median_of_AF","C8D1_max_of_TMPMP",-2
"C2D1_median_of_AF","C8D1_max_of_TMPMP",-2
"C3D1_median_of_AF","C8D1_max_of_TMPMP",-2
"C4D1_median_of_AF","C8D1_max_of_TMPMP",-2
"C8D1_median_of_AF","C8D1_max_of_TMPMP",-2
"BL_median_of_TMPMPkl","C8D1_max_of_TMPMP",-2
"C2D1_median_of_TMPMPkl","C8D1_max_of_TMPMP",-2
"C3D1_median_of_TMPMPkl","C8D1_max_of_TMPMP",-2
"C4D1_median_of_TMPMPkl","C8D1_max_of_TMPMP",-2
"C8D1_median_of_TMPMPkl","C8D1_max_of_TMPMP",-2
"BL_median_of_TMPMP","C8D1_max_of_TMPMP",-2
"C2D1_median_of_TMPMP","C8D1_max_of_TMPMP",-2
"C3D1_median_of_TMPMP","C8D1_max_of_TMPMP",-2
"C4D1_median_of_TMPMP","C8D1_max_of_TMPMP",-2
"C8D1_median_of_TMPMP","C8D1_max_of_TMPMP",-2
"BL_n_kl","C8D1_max_of_TMPMP",-2
"C2D1_n_kl","C8D1_max_of_TMPMP",-2
"C3D1_n_kl","C8D1_max_of_TMPMP",-2
"C4D1_n_kl","C8D1_max_of_TMPMP",-2
"C8D1_n_kl","C8D1_max_of_TMPMP",-2
"BL_nNorm","C8D1_max_of_TMPMP",-2
"C2D1_nNorm","C8D1_max_of_TMPMP",-2
"C3D1_nNorm","C8D1_max_of_TMPMP",-2
"C4D1_nNorm","C8D1_max_of_TMPMP",-2
"C8D1_nNorm","C8D1_max_of_TMPMP",-2
"BL_n","C8D1_max_of_TMPMP",-2
"C2D1_n","C8D1_max_of_TMPMP",-2
"C3D1_n","C8D1_max_of_TMPMP",-2
"C4D1_n","C8D1_max_of_TMPMP",-2
"C8D1_n","C8D1_max_of_TMPMP",-2
"BL_cfDNA_conc","BL_mean_of_AFkl",0.322576511257202
"C2D1_cfDNA_conc","BL_mean_of_AFkl",0.0215345627270586
"C3D1_cfDNA_conc","BL_mean_of_AFkl",-0.0324548326400106
"C4D1_cfDNA_conc","BL_mean_of_AFkl",-0.082658062386866
"C8D1_cfDNA_conc","BL_mean_of_AFkl",0.1609100906001
"BL_max_of_AFkl","BL_mean_of_AFkl",0.930926276072379
"C2D1_max_of_AFkl","BL_mean_of_AFkl",0.285470802912298
"C3D1_max_of_AFkl","BL_mean_of_AFkl",0.1093171828484
"C4D1_max_of_AFkl","BL_mean_of_AFkl",0.0770041479625857
"C8D1_max_of_AFkl","BL_mean_of_AFkl",0.512992476028967
"BL_max_of_AF","BL_mean_of_AFkl",0.814621265467812
"C2D1_max_of_AF","BL_mean_of_AFkl",0.0683938554292609
"C3D1_max_of_AF","BL_mean_of_AFkl",-0.0263807512295191
"C4D1_max_of_AF","BL_mean_of_AFkl",-0.0515867163576261
"C8D1_max_of_AF","BL_mean_of_AFkl",0.332068569254483
"BL_max_of_TMPMPkl","BL_mean_of_AFkl",0.517799972305279
"C2D1_max_of_TMPMPkl","BL_mean_of_AFkl",0.331980517248201
"C3D1_max_of_TMPMPkl","BL_mean_of_AFkl",0.117034339947245
"C4D1_max_of_TMPMPkl","BL_mean_of_AFkl",0.106123106646561
"C8D1_max_of_TMPMPkl","BL_mean_of_AFkl",0.151758848564939
"BL_max_of_TMPMP","BL_mean_of_AFkl",0.49337657138841
"C2D1_max_of_TMPMP","BL_mean_of_AFkl",0.273682703105104
"C3D1_max_of_TMPMP","BL_mean_of_AFkl",0.0204221555379221
"C4D1_max_of_TMPMP","BL_mean_of_AFkl",-0.0496681109266364
"C8D1_max_of_TMPMP","BL_mean_of_AFkl",0.157780574414041
"BL_mean_of_AFkl","BL_mean_of_AFkl",1
"C2D1_mean_of_AFkl","BL_mean_of_AFkl",-2
"C3D1_mean_of_AFkl","BL_mean_of_AFkl",-2
"C4D1_mean_of_AFkl","BL_mean_of_AFkl",-2
"C8D1_mean_of_AFkl","BL_mean_of_AFkl",-2
"BL_mean_of_AF","BL_mean_of_AFkl",-2
"C2D1_mean_of_AF","BL_mean_of_AFkl",-2
"C3D1_mean_of_AF","BL_mean_of_AFkl",-2
"C4D1_mean_of_AF","BL_mean_of_AFkl",-2
"C8D1_mean_of_AF","BL_mean_of_AFkl",-2
"BL_mean_of_TMPMPkl","BL_mean_of_AFkl",-2
"C2D1_mean_of_TMPMPkl","BL_mean_of_AFkl",-2
"C3D1_mean_of_TMPMPkl","BL_mean_of_AFkl",-2
"C4D1_mean_of_TMPMPkl","BL_mean_of_AFkl",-2
"C8D1_mean_of_TMPMPkl","BL_mean_of_AFkl",-2
"BL_mean_of_TMPMP","BL_mean_of_AFkl",-2
"C2D1_mean_of_TMPMP","BL_mean_of_AFkl",-2
"C3D1_mean_of_TMPMP","BL_mean_of_AFkl",-2
"C4D1_mean_of_TMPMP","BL_mean_of_AFkl",-2
"C8D1_mean_of_TMPMP","BL_mean_of_AFkl",-2
"BL_median_of_AFkl","BL_mean_of_AFkl",-2
"C2D1_median_of_AFkl","BL_mean_of_AFkl",-2
"C3D1_median_of_AFkl","BL_mean_of_AFkl",-2
"C4D1_median_of_AFkl","BL_mean_of_AFkl",-2
"C8D1_median_of_AFkl","BL_mean_of_AFkl",-2
"BL_median_of_AF","BL_mean_of_AFkl",-2
"C2D1_median_of_AF","BL_mean_of_AFkl",-2
"C3D1_median_of_AF","BL_mean_of_AFkl",-2
"C4D1_median_of_AF","BL_mean_of_AFkl",-2
"C8D1_median_of_AF","BL_mean_of_AFkl",-2
"BL_median_of_TMPMPkl","BL_mean_of_AFkl",-2
"C2D1_median_of_TMPMPkl","BL_mean_of_AFkl",-2
"C3D1_median_of_TMPMPkl","BL_mean_of_AFkl",-2
"C4D1_median_of_TMPMPkl","BL_mean_of_AFkl",-2
"C8D1_median_of_TMPMPkl","BL_mean_of_AFkl",-2
"BL_median_of_TMPMP","BL_mean_of_AFkl",-2
"C2D1_median_of_TMPMP","BL_mean_of_AFkl",-2
"C3D1_median_of_TMPMP","BL_mean_of_AFkl",-2
"C4D1_median_of_TMPMP","BL_mean_of_AFkl",-2
"C8D1_median_of_TMPMP","BL_mean_of_AFkl",-2
"BL_n_kl","BL_mean_of_AFkl",-2
"C2D1_n_kl","BL_mean_of_AFkl",-2
"C3D1_n_kl","BL_mean_of_AFkl",-2
"C4D1_n_kl","BL_mean_of_AFkl",-2
"C8D1_n_kl","BL_mean_of_AFkl",-2
"BL_nNorm","BL_mean_of_AFkl",-2
"C2D1_nNorm","BL_mean_of_AFkl",-2
"C3D1_nNorm","BL_mean_of_AFkl",-2
"C4D1_nNorm","BL_mean_of_AFkl",-2
"C8D1_nNorm","BL_mean_of_AFkl",-2
"BL_n","BL_mean_of_AFkl",-2
"C2D1_n","BL_mean_of_AFkl",-2
"C3D1_n","BL_mean_of_AFkl",-2
"C4D1_n","BL_mean_of_AFkl",-2
"C8D1_n","BL_mean_of_AFkl",-2
"BL_cfDNA_conc","C2D1_mean_of_AFkl",0.399303961167852
"C2D1_cfDNA_conc","C2D1_mean_of_AFkl",0.157986871379678
"C3D1_cfDNA_conc","C2D1_mean_of_AFkl",0.00791311505024032
"C4D1_cfDNA_conc","C2D1_mean_of_AFkl",-0.0169801507698705
"C8D1_cfDNA_conc","C2D1_mean_of_AFkl",-0.00325709497194769
"BL_max_of_AFkl","C2D1_mean_of_AFkl",0.395113426394803
"C2D1_max_of_AFkl","C2D1_mean_of_AFkl",0.889406692537303
"C3D1_max_of_AFkl","C2D1_mean_of_AFkl",0.523051664300487
"C4D1_max_of_AFkl","C2D1_mean_of_AFkl",0.464709696199442
"C8D1_max_of_AFkl","C2D1_mean_of_AFkl",0.480186939863987
"BL_max_of_AF","C2D1_mean_of_AFkl",0.326036028995399
"C2D1_max_of_AF","C2D1_mean_of_AFkl",0.388589390337114
"C3D1_max_of_AF","C2D1_mean_of_AFkl",0.201235463134643
"C4D1_max_of_AF","C2D1_mean_of_AFkl",0.143754392360392
"C8D1_max_of_AF","C2D1_mean_of_AFkl",0.304917019265396
"BL_max_of_TMPMPkl","C2D1_mean_of_AFkl",0.651667010095064
"C2D1_max_of_TMPMPkl","C2D1_mean_of_AFkl",0.827790793918715
"C3D1_max_of_TMPMPkl","C2D1_mean_of_AFkl",0.429735519201918
"C4D1_max_of_TMPMPkl","C2D1_mean_of_AFkl",0.46657990157061
"C8D1_max_of_TMPMPkl","C2D1_mean_of_AFkl",0.0181302007318488
"BL_max_of_TMPMP","C2D1_mean_of_AFkl",0.593658516301556
"C2D1_max_of_TMPMP","C2D1_mean_of_AFkl",0.743344808879211
"C3D1_max_of_TMPMP","C2D1_mean_of_AFkl",0.254350796699236
"C4D1_max_of_TMPMP","C2D1_mean_of_AFkl",0.100147419304984
"C8D1_max_of_TMPMP","C2D1_mean_of_AFkl",0.0169852640595616
"BL_mean_of_AFkl","C2D1_mean_of_AFkl",0.37758391810936
"C2D1_mean_of_AFkl","C2D1_mean_of_AFkl",1
"C3D1_mean_of_AFkl","C2D1_mean_of_AFkl",-2
"C4D1_mean_of_AFkl","C2D1_mean_of_AFkl",-2
"C8D1_mean_of_AFkl","C2D1_mean_of_AFkl",-2
"BL_mean_of_AF","C2D1_mean_of_AFkl",-2
"C2D1_mean_of_AF","C2D1_mean_of_AFkl",-2
"C3D1_mean_of_AF","C2D1_mean_of_AFkl",-2
"C4D1_mean_of_AF","C2D1_mean_of_AFkl",-2
"C8D1_mean_of_AF","C2D1_mean_of_AFkl",-2
"BL_mean_of_TMPMPkl","C2D1_mean_of_AFkl",-2
"C2D1_mean_of_TMPMPkl","C2D1_mean_of_AFkl",-2
"C3D1_mean_of_TMPMPkl","C2D1_mean_of_AFkl",-2
"C4D1_mean_of_TMPMPkl","C2D1_mean_of_AFkl",-2
"C8D1_mean_of_TMPMPkl","C2D1_mean_of_AFkl",-2
"BL_mean_of_TMPMP","C2D1_mean_of_AFkl",-2
"C2D1_mean_of_TMPMP","C2D1_mean_of_AFkl",-2
"C3D1_mean_of_TMPMP","C2D1_mean_of_AFkl",-2
"C4D1_mean_of_TMPMP","C2D1_mean_of_AFkl",-2
"C8D1_mean_of_TMPMP","C2D1_mean_of_AFkl",-2
"BL_median_of_AFkl","C2D1_mean_of_AFkl",-2
"C2D1_median_of_AFkl","C2D1_mean_of_AFkl",-2
"C3D1_median_of_AFkl","C2D1_mean_of_AFkl",-2
"C4D1_median_of_AFkl","C2D1_mean_of_AFkl",-2
"C8D1_median_of_AFkl","C2D1_mean_of_AFkl",-2
"BL_median_of_AF","C2D1_mean_of_AFkl",-2
"C2D1_median_of_AF","C2D1_mean_of_AFkl",-2
"C3D1_median_of_AF","C2D1_mean_of_AFkl",-2
"C4D1_median_of_AF","C2D1_mean_of_AFkl",-2
"C8D1_median_of_AF","C2D1_mean_of_AFkl",-2
"BL_median_of_TMPMPkl","C2D1_mean_of_AFkl",-2
"C2D1_median_of_TMPMPkl","C2D1_mean_of_AFkl",-2
"C3D1_median_of_TMPMPkl","C2D1_mean_of_AFkl",-2
"C4D1_median_of_TMPMPkl","C2D1_mean_of_AFkl",-2
"C8D1_median_of_TMPMPkl","C2D1_mean_of_AFkl",-2
"BL_median_of_TMPMP","C2D1_mean_of_AFkl",-2
